item_id,host_id,user_id,review_id,title,username,clean_no_stopwords,sentiment_score
EX24,HO56,US1455,RV1455,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Sophia Tan,"Loved everything tour! Even though drizzled, forest looked even magical!",0.6688
EX24,HO56,US1456,RV1456,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Thomas Chan,Loved forest walk! weather bit chilly added mood. Great guide safe driver.,0.9223
EX24,HO56,US1457,RV1457,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Maria Lopez,Loved whole experience! forest like something fairy tale. Perfect escape city life.,0.902
EX24,HO56,US1458,RV1458,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Eddy Chang,Mossy Forest breathtaking. Tea plantation bit crowded still worth visiting.,0.5187
EX24,HO56,US1459,RV1459,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Tan Jun Wei,"family really enjoyed this! strawberries, tea, forest walk highlights. Great job tour company!",0.851
EX24,HO56,US1460,RV1460,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Nurul Huda,"kids loved trip much. Educational, fun, scenic. guide friendly patient.",0.8925
EX24,HO56,US1461,RV1461,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Wong Soon Keong,"Nice day trip. van clean, guide time. forest trail slightly muddy fun!",0.7962
EX24,HO56,US1462,RV1462,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Eileen Ho,"Nice trip overall, though rained bit halfway. Still, guide made memorable experience.",0.4215
EX24,HO56,US1463,RV1463,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Liyana Azhar,One best day trips joined. guide made experience engaging. Perfect families nature lovers!,0.9431
EX24,HO56,US1464,RV1464,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Azura Karim,"Overall, wonderful experience. wish tour started earlier avoid traffic uphill.",0.6369
EX24,HO56,US1465,RV1465,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Kelly Phang,Perfect tour! expect Cameron beautiful. must visit Ipoh.,0.863
EX24,HO56,US1466,RV1466,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Kelvin Ong,Really relaxing trip. air cool. Mossy Forest highlight me.,0.8353
EX24,HO56,US1467,RV1467,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Fatin Shuhada,Really worth it! Mossy Forest stunning. even spotted rare orchids moss types!,0.6572
EX24,HO56,US1468,RV1468,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Suresh Kumar,refreshing day trip! tour well organized schedule. driver friendly helpful.,0.8122
EX24,HO56,US1469,RV1469,Cameron Highlands Day Tour from Ipoh with Mossy Forest,James Lim,"Super fun trip Ipoh. Comfortable van, friendly driver, well timed itinerary. Mossy Forest felt like stepping another world!",0.9558
EX24,HO56,US1470,RV1470,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Aishah Mokhtar,"Superb trip! guide patient, helpful, shared great insights Cameron Highlands. bring parents next time!",0.9323
EX24,HO56,US1471,RV1471,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Irene Low,mossy forest trail enchanting! guide knew much ecosystem. Loved peaceful vibe.,0.8122
EX24,HO56,US1472,RV1472,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Alicia Tan,"tour amazing! guide knowledgeable plants history Mossy Forest. air refreshing, views breathtaking. Highly recommend!",0.88
EX24,HO56,US1473,RV1473,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Lee Wei,views magnificent. Mossy Forest felt serene. definitely come back again!,0.9005
EX24,HO56,US1474,RV1474,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Adam Toh,Tour guide professional polite. Loved learning local flora. Highly recommended!,0.7419
EX24,HO56,US1475,RV1475,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Jessica Lee,well managed day tour. Mossy Forest something special. Loved local honey tea tasting!,0.8513
EX24,HO56,US1476,RV1476,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Daniel Wong,great day exploring forest plantations. weather nice cool. tour worth every penny.,0.8779
EX24,HO56,US1477,RV1477,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Mei Yee,really enjoyed tour! guide explained everything clearly. great mix nature relaxation.,0.9335
EX24,HO56,US1478,RV1478,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Tan Hui Ling,Well organized tour! learned lot local flora fauna. Would loved bit time BOH tea center though.,0.7424
EX24,HO56,US1479,RV1479,Cameron Highlands Day Tour from Ipoh with Mossy Forest,Farah Nordin,"Wonderful experience. Would better lunch spot vegetarian options, everything else perfect.",0.8537
EX26,HO174,US1480,RV1480,Cenderamata Kayu by Kayu Warisan,Carmen Lee,great stop anyone loves traditional woodcraft. Everything handmade full Malaysian identity.,0.765
EX26,HO174,US1481,RV1481,Cenderamata Kayu by Kayu Warisan,Hidayah Bakar,true hidden gem! scent real wood handmade artistry make place special.,0.6996
EX26,HO174,US1482,RV1482,Cenderamata Kayu by Kayu Warisan,Amirul Shafiq,Beautiful craftsmanship! furniture made cengal jati wood looks elegant solid. really tell handmade care.,0.902
EX26,HO174,US1483,RV1483,Cenderamata Kayu by Kayu Warisan,Fatin Nabila,Excellent craftsmanship. item feels like piece art. Perfect place anyone appreciates heritage furniture.,0.9217
EX26,HO174,US1484,RV1484,Cenderamata Kayu by Kayu Warisan,Siti Zulaikha,Great quality items friendly staff. owner explained piece made local hardwoods like cengal merbau.,0.8689
EX26,HO174,US1485,RV1485,Cenderamata Kayu by Kayu Warisan,Lydia Ong,bought small cengal tray good quality! patterns traditional yet timeless.,0.4926
EX26,HO174,US1486,RV1486,Cenderamata Kayu by Kayu Warisan,Nur Amirah,impressed detailing. carved wood souvenirs amazing perfect gifts home cor.,0.9098
EX26,HO174,US1487,RV1487,Cenderamata Kayu by Kayu Warisan,Aina Rosli,Impressive craftsmanship! Every carving looks like tells story. Highly recommend cultural lovers.,0.9059
EX26,HO174,US1488,RV1488,Cenderamata Kayu by Kayu Warisan,Hafizah Yusof,"Love traditional Malay furniture design. Heavy, durable, beautifully finished.",0.836
EX26,HO174,US1489,RV1489,Cenderamata Kayu by Kayu Warisan,Khairul Anuar,Love traditional touch every design. feel authenticity pride local craftsmanship.,0.765
EX26,HO174,US1490,RV1490,Cenderamata Kayu by Kayu Warisan,Nursyafiqah,beautiful gallery wooden art. learned lot value cengal jati wood Malay design.,0.743
EX26,HO174,US1491,RV1491,Cenderamata Kayu by Kayu Warisan,Michael Lim,carvings detailed. tell takes lot skill produce something like this. Truly talented people.,0.8472
EX26,HO174,US1492,RV1492,Cenderamata Kayu by Kayu Warisan,Melissa Wong,"carvings stunning, especially floral motifs. Prices bit high worth quality.",0.4854
EX26,HO174,US1493,RV1493,Cenderamata Kayu by Kayu Warisan,Azlan Ros,"furniture expensive quality justifies it. Strong, well polished, durable pure cengal beauty!",0.9273
EX26,HO174,US1494,RV1494,Cenderamata Kayu by Kayu Warisan,Daniel Tan,furniture strong beautifully finished. nice see traditional woodwork still practiced today.,0.8689
EX26,HO174,US1495,RV1495,Cenderamata Kayu by Kayu Warisan,Ahmad Fauzi,owner welcoming showed us around workshop. love seeing crafts made scratch.,0.8122
EX26,HO174,US1496,RV1496,Cenderamata Kayu by Kayu Warisan,Chong Wei,"products amazing, quite hot inside workshop. Still worth visit!",0.6177
EX26,HO174,US1497,RV1497,Cenderamata Kayu by Kayu Warisan,Irfan Hakim,workshop small full character. great see artisans work real hardwood.,0.7684
EX26,HO174,US1498,RV1498,Cenderamata Kayu by Kayu Warisan,Farid Rahman,"Unique collection wood products, souvenirs full size furniture. finishing top notch.",0.2023
EX26,HO174,US1499,RV1499,Cenderamata Kayu by Kayu Warisan,Norazura Ahmad,peaceful atmosphere. enjoyed watching artisans shape wood. much pride work.,0.8581
EX25,HO32,US1500,RV1500,Cendol Sagu Rumbia,Rahim Muhammad,"variation cendol sago sago..order durian cendol best, delicious durian eaten 2 people RM15 ..you choose food reasonable price like chicken rice, ns kerabu, kuih muih, fried tiow cakes char tiow mi soup etc...parking full kne kne park tepi jalan..the atmosphere shop comfortable..the best may owner's sustenance abundant.",0.9393
EX25,HO32,US1501,RV1501,Cendol Sagu Rumbia,Nurizati Khairunnisa,1st time eating cendol sago rumbia. Many choices food traditional pastries. Relaxing place afternoon tea. Toilets prayer rooms available,0.4939
EX25,HO32,US1502,RV1502,Cendol Sagu Rumbia,Adam Lim,big let down. mamak store selling cendol beat hand down. Wasted time money traveling melaka.,0
EX25,HO32,US1503,RV1503,Cendol Sagu Rumbia,Zulkifli Abdul Ghani,"quaint eatery specializes cendol made sago original brown pandan green . Thick original santan toppings choice big red , , pulut, etc . Varieties kuih go along it. still space",0.5574
EX25,HO32,US1504,RV1504,Cendol Sagu Rumbia,Siti Zunnurain Awang Omar,"1st experience yearsssss ago, really want come anymore time service like ours, coming ask free food. give 2nd chance. place still same, indoor outdoor dining area trees. hot weather hot even tree. many choices cakes okay tea time. service staff still par. asking smile ear ear, sir, sweeten face. Owner please improve.",0.9514
EX25,HO32,US1505,RV1505,Cendol Sagu Rumbia,Eiyme Ruby,"Alhamdulillah, delicious, lose mother brought kg.. fortunate able eat sago sago cendol free.. thank you, owner also friendly.. sago sago cendol unique taste tastier ordinary cendol. eat regular cendol may able eat cendol rumbia. Delicious. place eat comfortable atmosphere beautiful.. food good Alhamdulillah. Various types mueh cakes sent local vendors, interesting cooking sincere. Everything delicious.. want come sister Bradik. Laksa soup punten",0.991
EX25,HO32,US1506,RV1506,Cendol Sagu Rumbia,Noor Affizah,"Alhamdulillah.... Like3... Even though can't afford eat everything, many choices make us want come want taste it.. breakfast beautiful delicious menu peaceful environment. Good luck continue provide best service.",0.9702
EX25,HO32,US1507,RV1507,Cendol Sagu Rumbia,Bro Channel,"Peace upon you. cendol fans, try eating here, sago cendol solid.. try once, must repeat again..",0.6249
EX25,HO32,US1508,RV1508,Cendol Sagu Rumbia,Hamizah Muhammad,Many varieties food disappointed young male workers cendol counter. rude. Please learn serve customers. Nothing fancy. try it. Judgment person's taste bud.,-0.7692
EX25,HO32,US1509,RV1509,Cendol Sagu Rumbia,sirapbandung,worth coming try variety cendol made sago reed. texture cendol slightly chewy smell. Coconut milk enough taste. sweet enough. RM5.50 quite cheap compared relatively large portion.,0.5994
EX25,HO32,US1510,RV1510,Cendol Sagu Rumbia,Syaiful Bahri,Best rear cendop rumbia traditional local food like laksa etc. Must try.,0.7717
EX25,HO32,US1511,RV1511,Cendol Sagu Rumbia,Roxx 13 Appy,"Best hang afternoon, plenty kueh food. Service",0.6369
EX25,HO32,US1512,RV1512,Cendol Sagu Rumbia,Saidatul Syafawani,"okay, egg-flavored cendol. Used eat cendol wasted. can't. Hi. price cheap. people feel throat. try. first last.",-0.1655
EX25,HO32,US1513,RV1513,Cendol Sagu Rumbia,Ts. Muhammad Fahmi Razali,choose original sago cendol pandan sago. Lots delicious cakes. Reasonable price. Parking little difficult. Open weekends only. Navy veteran owner. Support navy.,0.7574
EX25,HO32,US1514,RV1514,Cendol Sagu Rumbia,Hijau Lagi',"RECOMMENDATION, shop needs waiter.. XD . 1 limited parking guys. Loading place 10 cars... rest fine. okay? cendol served",0.7219
EX25,HO32,US1515,RV1515,Cendol Sagu Rumbia,Mimie Wahab,Normal cendol RM4 ABC RM5 Order pickup counter. Waiting line long time. texture cendol ok. less fat sweet us.,0.4091
EX25,HO32,US1516,RV1516,Cendol Sagu Rumbia,jú off,"cendol ofkos delicious, that's many people come. think place famous... many people come, possible add seats facilities here, okay, toilets surau.. surau open covid. know open not.",0.4215
EX25,HO32,US1517,RV1517,Cendol Sagu Rumbia,Amin Ming,cendol delicious lots muih cakes available... also laksa... forget stop by...,0.7394
EX25,HO32,US1518,RV1518,Cendol Sagu Rumbia,Liyana Ab Aziz,"Cendol well balanced taste sweetness. Unique taste cendol sagu rumbia well balanced.Nasi lemak superb. Sambal sweet still keep spicy kick it.Laksa need improvement. Need salads, maybe prepare stok udang Table limited parking space. Waring style eatery",0.8555
EX25,HO32,US1519,RV1519,Cendol Sagu Rumbia,Masriyanti Rekkeman,"best cendol, best mihun soup, best traditional cakes. best",0.9571
EX25,HO32,US1520,RV1520,Cendol Sagu Rumbia,Nashoha Musa,"cendol bigger usual green cendol. green, choose pandan cendol. one ate RM3.50 regular sago cendol corn. also choice peanuts glutinous rice. lot pastries came here. Laksa shop next him. Parking next street.",0
EX25,HO32,US1521,RV1521,Cendol Sagu Rumbia,Firda Faizal,"CENDOL BAD STAFF Polite, RUDE RESPECT CUSTOMERS! FEEL GOOD CUSTOMERS BROTHERS WANT TEACH US PAYING FREE MEALS PLEASE CHANGE ATTITUDE LITTLE BAD ATTITUDE TIRED CAN'T SIT HOME SHORT YOURSELF.",-0.9708
EX25,HO32,US1522,RV1522,Cendol Sagu Rumbia,Animamat Ibu,"Cendol ok, different others...just order less sweet next time. also kinds cakes. Laksa delicious. place comfortable. Reasonable price.",0.866
EX25,HO32,US1523,RV1523,Cendol Sagu Rumbia,Izeran A Rahman,"Cendol firm, tasty, parking quite limited",-0.2944
EX25,HO32,US1524,RV1524,Cendol Sagu Rumbia,fiussme11,"Sago cendol 2 options, normal pandan option add topping bowl sago cendol, starting RM 3 Everything homemade. Delicious. recommended. Enough taste ummp hot weather now!",0.7257
EX25,HO32,US1525,RV1525,Cendol Sagu Rumbia,Nur Shazliana Zainal,"sago cendol authentic skit normal cendol. variety local food. Kuih Koci pumpkin stuffed tofu really good... Price wise okay. come late, nothing left. want go, come early. used clock",0.841
EX25,HO32,US1526,RV1526,Cendol Sagu Rumbia,Raziff Lokman,"Cendol sago delicious many foods like sweets, laksa..",0.8555
EX25,HO32,US1527,RV1527,Cendol Sagu Rumbia,rohaizan mohd anuar,Cendol sago tasty many choices food. Laksa bihun mee soup worth,0.2263
EX25,HO32,US1528,RV1528,Cendol Sagu Rumbia,Sajulia Ahmad,Cendol sago chewy delicious. Various traditional modern confectionery. Wrapped rice also available. also laksa bihun soup,0.5719
EX25,HO32,US1529,RV1529,Cendol Sagu Rumbia,Irfan Iskandar Zakaria,Cendol sago delicious many food options. Parking quite difficult park side road,0.228
EX25,HO32,US1530,RV1530,Cendol Sagu Rumbia,Lukman Nur Hakim,"Cendol tasty different others. uncle served also friendly. Only, car parking limited. want buy cendol, available early 9.00 am.",0.4391
EX25,HO32,US1531,RV1531,Cendol Sagu Rumbia,Nurul Afiqah,cendol delicious. Laksa mee soup okay. There's muih cake too. limited parking side road,0.5719
EX25,HO32,US1532,RV1532,Cendol Sagu Rumbia,Hasbullah Ahmad,"cendol delicious.. small place.. satisfied delicious cendol cake. Employees good helping children. go streets find food, mhi, whi. May blessed sustenance.",0.9753
EX25,HO32,US1533,RV1533,Cendol Sagu Rumbia,Prap To,"Cendol WOW!I like authentic, delicious Santan coconut milk unique taste cendol sagu rumbia.The kuih muih served also good.Services fast since self service food stall.There another laksa stall across, menu good well.The shop extremely clean well decorated, beautiful interior good cross ventilation. feel breeze eating.",0.9625
EX25,HO32,US1534,RV1534,Cendol Sagu Rumbia,SureAce,"Cendol twist. red beans, etc. simply coconut milk, brown sugar sagu rumbia. Nothing shout about. Unique recipe.",-0.296
EX25,HO32,US1535,RV1535,Cendol Sagu Rumbia,Muhammad Faiz Mohd Alias,Cendol different others. feels fresh. must stop every time N9. many choices pastries.,0.101
EX25,HO32,US1536,RV1536,Cendol Sagu Rumbia,Mohd Zakri Abdul Razak,cendol delicious many choices pastries,0.5719
EX25,HO32,US1537,RV1537,Cendol Sagu Rumbia,hazizan hashim,went.. eat anything there.. many people time.. ended going somewhere else,0
EX25,HO32,US1538,RV1538,Cendol Sagu Rumbia,Fariza Daud,"Klang, looking Candol Labu, know want taste candol Sagu Rumbia, really disappoint Candol, cheap lot choose from, comfortable there's lot",0.7482
EX25,HO32,US1539,RV1539,Cendol Sagu Rumbia,Jee Khong,"Date visit 23 Feb 2025Recommended Youtuber, play visit.Warm greeting good service staff.Full choices traditional local foods.Ordered Cendol Original Pandan. Personally prefer Cendol Pandan.Owner generous giving FOC Cendol specific category people.Store located old road without Toll KLIA airport Seremban.Nice place rest bite continue travelling.Just less 15 minutes drive 217 Toll Bandar Ainsdale Labu 1 toll 218 Toll Seremban KL direction, 1 toll 218 Toll Seremban Melaka direction Parking Roadside parkingPrice Reasonable priceWill come back again! Staff informed store closed Puasa Month.",0.9474
EX25,HO32,US1540,RV1540,Cendol Sagu Rumbia,Nor Harrin (Kitty),Delicious ABC Cendol!!! perfect balance sweetness. must haveGood dessert hot season Malaysia.,0.9095
EX25,HO32,US1541,RV1541,Cendol Sagu Rumbia,Fendi Schyzo,Delicious sweet cendol variety kuih. Suitable evening tea,0.7717
EX25,HO32,US1542,RV1542,Cendol Sagu Rumbia,Emily KLANG PROPERTY,"Durian cendol looks presentable, taste really good.",0.6474
EX25,HO32,US1543,RV1543,Cendol Sagu Rumbia,adly arif,Excellent cendol. Good laksa. Plenty vendor send food eat there.Service,0.765
EX25,HO32,US1544,RV1544,Cendol Sagu Rumbia,Muhammad Arif Aiman,Fav cemdol far best sagu cendolFood,0.8166
EX25,HO32,US1545,RV1545,Cendol Sagu Rumbia,kei Heeo,Feel atmosphere village... Eat back house... Service,0
EX25,HO32,US1546,RV1546,Cendol Sagu Rumbia,Amy Wong,"Finally try Cendol Sagu original brown color also many type Malay kuih muih tradition laksa open Saturday Sunday staff friendly polite , keep",0.6997
EX25,HO32,US1547,RV1547,Cendol Sagu Rumbia,Darlie Darlin,food good.. nasi lemak tastes good.. cake good.. cendol also good drink plain water. overall best..,0.9118
EX25,HO32,US1548,RV1548,Cendol Sagu Rumbia,Lee Mei Leng,"Food good, pricing good, varieties kuehs, mee soup, cendol good, thy make cendol",0.8399
EX25,HO32,US1549,RV1549,Cendol Sagu Rumbia,Damak DamakMy,laksa better find place. Service quite slow friendly.,0.0142
EX25,HO32,US1550,RV1550,Cendol Sagu Rumbia,nani joni,"me, laksa cendol average. asked would go again? Maybe not. try once, sure can. kuih muih good got lots choices well. Parking quite limited, park side road shop crowded. ambience quite great open space.",0.9091
EX25,HO32,US1551,RV1551,Cendol Sagu Rumbia,dania azmir,Good cendol sagu looking one. less sweet nice. lot malaysian dessert kuih choices shop too.,0.8258
EX25,HO32,US1552,RV1552,Cendol Sagu Rumbia,Muhammad Akhmal,"price cheap, crowd also viral, delicious, cendol brown, usual green.. delicious",0.8126
EX25,HO32,US1553,RV1553,Cendol Sagu Rumbia,Suryani Sujairi,"Cheap street stall prices. Visitors choose whether sit inside outside bit hot. parking area quite limited park shoulder road. addition cendol, also various types confectionery, well shops nearby selling corndogs, vermicelli soup, etc. Worth try.",0.2048
EX25,HO32,US1554,RV1554,Cendol Sagu Rumbia,Alan Tan,"Home made cendol.speacial,not sweet.nice taste,open weekend only.various cakes.Very good.Sagu Delicious.lots people.carded parking.yummy.must try.",0
EX25,HO32,US1555,RV1555,Cendol Sagu Rumbia,Elma Elisa,"dont find different sagu rumbia cendol hijau biasa tu. taste same! tasteless. normal cendol place u find around house, nothing special. Nasi lemak bungkus, wonton apam displayed sell side store typical vendor food. Nothing special too. drove selangor tu labu N9 worth money. Laksa also taste normal laksa u get anywhere.",-0.6677
EX25,HO32,US1556,RV1556,Cendol Sagu Rumbia,Efielyna Fabian,LOVE EVERYTHING. KEEP SIR MADAM. LOSE SWEETNESS CENDOL KEEP TASTE. CONFECTIONERY LOVE SYEDAPPPP. RECOMMEND ORG.,0.8893
EX25,HO32,US1557,RV1557,Cendol Sagu Rumbia,aneem zahari,"tried cendol sagu rumbia, unique use sagu rumbia pure coconut milk. variety kuih homemade dishes like laksa malay pancake lempeng plus. However, limited seating parking inconvenience groups drawbacks. enjoyed desserts might return, remember open weekends.",0.1779
EX25,HO32,US1558,RV1558,Cendol Sagu Rumbia,kairos beauty,"visited Cendol Sago Rumbia Labu evening, lunch amazing! Cendol Sago, Mee Soup, ABC, traditional kuih. flavors die for! cendol perfect sweet, right mee soup",0.4027
EX25,HO32,US1559,RV1559,Cendol Sagu Rumbia,fikri ismail,went late kuih already finish. comment cendol taste average,0
EX25,HO32,US1560,RV1560,Cendol Sagu Rumbia,Hazizul Zafran Mohd Hanifah,12 o'clock ...from Meru klang..Ikot throat ...this cendol delicious .from baked cendol Borhan Melaka.All cendol KT.mlysia tasted..this delicious ooiii..worth long drive.,0.8126
EX25,HO32,US1561,RV1561,Cendol Sagu Rumbia,asri khalid,"going way, stop by. good parking. various ways eat muih cake. cheap price2. best delicious cendol PN",0.8625
EX25,HO32,US1562,RV1562,Cendol Sagu Rumbia,MOHD FAIRUS A RAHIM,"ordered ABC syrup, enough milk, taste good, counter said going close shop, ABC, nuts, corn, finished, said, price paid minitelok, customer order, ABC, there's corn, here, here, gone now.",0.1948
EX25,HO32,US1563,RV1563,Cendol Sagu Rumbia,Mohamad Aimi Iqwan,Laksa sedapp Cendol sedapp pregnant women cendol free,0.5106
EX25,HO32,US1564,RV1564,Cendol Sagu Rumbia,siauhwa tew,"Like kampung style variety kuih here, bringing nostalgic memory. laksa taste only, good combination cendol kuih. cendol sagu something worth trying. say super delicious special need foodie tell different texture comparing normal cendol. Taste wise, actually make big difference. many kuih available choose.",0.98
EX25,HO32,US1565,RV1565,Cendol Sagu Rumbia,Abdul Samad Sulaiman,Lot choices sagu rumbia. Anytime come within Saturday Sunday. days close. Many varieties lunch teatime. Laksa nasi lemak kuih muih cookies craving.,0
EX25,HO32,US1566,RV1566,Cendol Sagu Rumbia,Jep Ketum,solid..various selections pastries..delicious also matches taste village..the sago cendol best..,0.6369
EX25,HO32,US1567,RV1567,Cendol Sagu Rumbia,IQ Studio,Marvelous.. come hang evening eat,0.5994
EX25,HO32,US1568,RV1568,Cendol Sagu Rumbia,nurul fatimah,"MashaAllah best environment price expensive chokes blood. Cendol sago rumbia also tasty. Definitely repeat again. Imagine eating 9 people, 4 adults, 5 children 2 11 years old eating total rm100. Eat pastries",0.6344
EX25,HO32,US1569,RV1569,Cendol Sagu Rumbia,Aara Smail,"main menu cendol, various types cendol,..rumbia cendol, corn, durian, corn... also various kinds cakes. also laksa, mehon soup. Parking done edge shop along street. careful road bit busy",0.2263
EX25,HO32,US1570,RV1570,Cendol Sagu Rumbia,Mohd Khairil kamal Mohd Nor,Must try. Recommended. Parking bit limited.Service,0.2023
EX25,HO32,US1571,RV1571,Cendol Sagu Rumbia,Nasrul Hakim Abdul Jalil,"Nice place evening tea. kueh local tasty. Pricing nice. Got laksa Penang, Mee bihun soup well. specialty Cendol Sagu Rumbia. different cendols.",0.7717
EX25,HO32,US1572,RV1572,Cendol Sagu Rumbia,Fazrul Hisyam,Nice place hangout evening. Cendol nice veriety kuih . Price super affordable,0.8591
EX25,HO32,US1573,RV1573,Cendol Sagu Rumbia,SB Y,Nice texture condol RM2.50 per bowl.. really recommend things,0.6801
EX25,HO32,US1574,RV1574,Cendol Sagu Rumbia,JunYip Liew,Nice ... love it.... Must try ....Service,0.7906
EX25,HO32,US1575,RV1575,Cendol Sagu Rumbia,titi Lee,"wonder many people shop.. cendol delicious, selection cake food also big, staff friendly. best",0.872
EX25,HO32,US1576,RV1576,Cendol Sagu Rumbia,Sam lim,Nothing special. try. Bit area crowded.Meal type,-0.3089
EX25,HO32,US1577,RV1577,Cendol Sagu Rumbia,Al-Lil Shuhaimi,place offers lot local delights plenty desserts. Self service smooth traffic.,0.507
EX25,HO32,US1578,RV1578,Cendol Sagu Rumbia,Syamsul Bahri Omar,"added bihun sup n laksa Penang, terbaik!Sadly parking space good n open Saturday n Sunday",-0.514
EX25,HO32,US1579,RV1579,Cendol Sagu Rumbia,Fatin Athirah,"overalls normal, coconut milk much fat, sugar paste balanced, sweet, Cendol little hard, maybe like sago, eh",0.6622
EX25,HO32,US1580,RV1580,Cendol Sagu Rumbia,Victor Toh,Overall quick stopover Cendol inner road Nilai Sepang. Nice ABC made Cendol.,0.4215
EX25,HO32,US1581,RV1581,Cendol Sagu Rumbia,Firdaus Zainal,"Overall, food delicious. Parking bit difficult Service",0.296
EX25,HO32,US1582,RV1582,Cendol Sagu Rumbia,Ab Fatih,"really hot touch sago cendol, series says sago cendol crazy good",0.128
EX25,HO32,US1583,RV1583,Cendol Sagu Rumbia,Azwan zuan,"car park small, beautiful, check behind shop. Make clean car parking.",0.7823
EX25,HO32,US1584,RV1584,Cendol Sagu Rumbia,Chew WS,Personally nothing special cendol. Cendol fragrant luckily coconut cream gula melaka manage bring taste.They also lots kueh options.,-0.6072
EX25,HO32,US1585,RV1585,Cendol Sagu Rumbia,Nsmb,many choices cakes. Cendol delicious authentic. Reasonable price. laksa corndog soup vermicelli. Open weekends.,0.5719
EX25,HO32,US1586,RV1586,Cendol Sagu Rumbia,RINDU RAUDHAH,"port mandatory return kg take xda live toll road, choice. Objects spelled eating. promise happy children. Tahfiz's children get free reluctant ask free payment",0.8047
EX25,HO32,US1587,RV1587,Cendol Sagu Rumbia,Leon Chin,"Quite good cendol... could even better use original gula melaka... consider great already... plenty seats, wait abit ..only cons parking space. park roadside ... kful traffics!",0.8333
EX25,HO32,US1588,RV1588,Cendol Sagu Rumbia,Muna Zifah,Many visitors. durian grass palm sago sandalwood priced RM13. Lapis cakes also available sale RM10,0
EX25,HO32,US1589,RV1589,Cendol Sagu Rumbia,Fitri Sidqi,"sago cendol tastes good, sweet nice.. choice sago cendol pandan cendol... apart cendol, kudap kudap like laksa kuih muih..you menyendol inside shop outside tent.. parking either side road next shop",0.6927
EX25,HO32,US1590,RV1590,Cendol Sagu Rumbia,mizz mira,"arrived afternoon 4pm.. food left cendol fries stall.. owner, hope expand afternoon tea menu cendol synonymous afternoon tea snacks fried bananas, fried shrimp more... place become focus people upgrade number seats..",0.5719
EX25,HO32,US1591,RV1591,Cendol Sagu Rumbia,MN Fadzli Osman,"delicious worth it.. also many food options. parking limited bring small children, careful shop near corner street. hold child's hand want cross street. Always careful.",0.8555
EX25,HO32,US1592,RV1592,Cendol Sagu Rumbia,ALLE'Q N9,"also good cendol hot afternoon.. go Nilai want go back Seremban, follow old road.. also cendol rumbia gone viral.. also many dishes cakes prepared..",0.6249
EX25,HO32,US1593,RV1593,Cendol Sagu Rumbia,Nor Azifah Jaafar,"tasty. Already went party, stopped buy cendolService",0.2023
EX25,HO32,US1594,RV1594,Cendol Sagu Rumbia,Shu Qi Mohd Nor,Delicious. sweet like normal cendol. Laksa penang bad.,0.3689
EX25,HO32,US1595,RV1595,Cendol Sagu Rumbia,Amira Zainuddin,"good many cakes menu, choose like eating. want try something else, take another one, price cheap.",0.6908
EX25,HO32,US1596,RV1596,Cendol Sagu Rumbia,Siti Hajar,"stopped 5pm lot people.. go in, also best selection cakes sweets.. tried cendol things.. next time try",0.7579
EX25,HO32,US1597,RV1597,Cendol Sagu Rumbia,Anne Sulaiman,"Suitable relaxing afternoon tea. bring children, need careful location near Jalan Utama Labu. stalk cendol variety sweets... stalk laksa vermicelli soup, mee soup. children, try stalk corndoq sweet corn. Free plain water.",0.9231
EX25,HO32,US1598,RV1598,Cendol Sagu Rumbia,Zul Akmal Abd Manan,"Simple port tea. Fast clean. Parking much. Plan trip. want enter parking lot, make sure difficult people check in. people understand sketch language want park. Superb price food. Laksa delicious even though thick. Vermicelli soup ok. Solid confectionary. ABC n cendol delicious",0.9629
EX25,HO32,US1599,RV1599,Cendol Sagu Rumbia,Dee,good tastyService,0.4927
EX25,HO32,US1600,RV1600,Cendol Sagu Rumbia,Khirulnizam Abd Rahman,"atmosphere village best... Yummy cendol abc cakes fine. Order laksa hungry, must finished",0.8555
EX25,HO32,US1601,RV1601,Cendol Sagu Rumbia,Iqbal Yamato,"Kampung atmosphere, lots rare cakes KL have... Special food hunting, come hereService",-0.3089
EX25,HO32,US1602,RV1602,Cendol Sagu Rumbia,Remy Ahaw,atmosphere casual,0.2023
